profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,total_tokens,num_nouns,num_verbs,num_adjectives,num_adverbs,num_pronouns,num_numerals,num_other,nouns_per_1k,verbs_per_1k,adjectives_per_1k,adverbs_per_1k,pronouns_per_1k,numerals_per_1k,other_per_1k
2660,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,225,75,8,23,4,7,10,98,333.33333333333337,35.55555555555556,102.22222222222223,17.77777777777778,31.111111111111114,44.44444444444444,435.5555555555556
2793,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,250,75,7,18,4,5,18,123,300.0,28.0,72.0,16.0,20.0,72.0,492.0
2795,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,251,82,2,16,4,2,16,129,326.69322709163345,7.968127490039841,63.745019920318725,15.936254980079681,7.968127490039841,63.745019920318725,513.9442231075698
2860,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,299,102,6,18,5,4,23,141,341.1371237458194,20.066889632107024,60.20066889632107,16.722408026755854,13.377926421404682,76.92307692307692,471.571906354515
2927,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,262,72,8,30,6,6,19,121,274.80916030534354,30.53435114503817,114.50381679389314,22.900763358778626,22.900763358778626,72.51908396946565,461.83206106870233
307,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,209,72,9,14,1,7,10,96,344.4976076555024,43.0622009569378,66.98564593301435,4.784688995215311,33.49282296650718,47.84688995215311,459.33014354066984
3131,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,229,72,4,12,3,4,18,116,314.410480349345,17.467248908296945,52.401746724890835,13.100436681222709,17.467248908296945,78.60262008733625,506.5502183406114
377,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,223,78,7,16,2,3,12,105,349.7757847533632,31.39013452914798,71.74887892376681,8.968609865470851,13.452914798206276,53.811659192825104,470.85201793721967
465,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,215,63,7,20,5,5,16,99,293.0232558139535,32.55813953488372,93.0232558139535,23.255813953488374,23.255813953488374,74.4186046511628,460.4651162790698
528,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,292,85,7,31,5,2,14,148,291.0958904109589,23.972602739726028,106.16438356164383,17.123287671232877,6.8493150684931505,47.945205479452056,506.8493150684931
571,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,191,58,5,13,9,5,13,88,303.6649214659686,26.17801047120419,68.06282722513089,47.12041884816754,26.17801047120419,68.06282722513089,460.7329842931937
6,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,221,63,9,18,3,4,9,115,285.0678733031674,40.723981900452486,81.44796380090497,13.574660633484163,18.099547511312217,40.723981900452486,520.3619909502262
762,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,230,76,7,14,3,3,11,116,330.4347826086956,30.43478260869565,60.8695652173913,13.043478260869565,13.043478260869565,47.826086956521735,504.3478260869565
778,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,216,74,5,18,3,5,10,101,342.5925925925926,23.14814814814815,83.33333333333334,13.88888888888889,23.14814814814815,46.2962962962963,467.5925925925926
930,Ahmet,Akay,male,turkish,38,openai,gpt-4o-mini,274,86,8,28,8,5,11,128,313.86861313868616,29.197080291970803,102.18978102189782,29.197080291970803,18.248175182481752,40.14598540145985,467.15328467153284
1416,Angelika,Kohl,female,german,19,openai,gpt-4o-mini,215,67,3,18,9,7,11,100,311.6279069767442,13.953488372093023,83.72093023255815,41.86046511627907,32.55813953488372,51.162790697674424,465.1162790697675
